uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,individualID,tempStemID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,dendrometerInstallationDate,initialGapMeasurementDate,initialBandStemDiameter,initialDendrometerGap,dendrometerHeight,dendrometerGap,dendrometerCondition,bandStemDiameter,remarks,recordedBy,measuredBy,dataQF
"c619dc2c-c3ff-40f2-b7f2-7761b2f244d9","BONA_075.basePlot.vst","2016-06-16","vst_BONA_2016","D19","BONA","BONA_075",,"NEON.PLA.D19.BONA.00539",,,"single bole tree","Live",21.8,130,,,,,,,"Partially shaded",,,,,,,,,,,,,,,"gmoore@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"8eccf34e-4a94-4075-a119-45f96cd98ab9","BONA_075.basePlot.vst","2016-06-16","vst_BONA_2016","D19","BONA","BONA_075",,"NEON.PLA.D19.BONA.00587",,,"sapling","Live",1.1,10,0.7,,,,,,"Mostly shaded",,,,,,,,,,,,,,,"gmoore@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"2a04875c-5f0c-4d60-8b34-fe795481800b","BONA_075.basePlot.vst","2016-06-16","vst_BONA_2016","D19","BONA","BONA_075",,"NEON.PLA.D19.BONA.00561",,,"multi-bole tree","Standing dead",17.7,130,,,,,,,"Full sun",,,,,,,,,,,,,,,"gmoore@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"60db8607-973f-44b3-9336-108de1a166c7","BONA_075.basePlot.vst","2016-06-16","vst_BONA_2016","D19","BONA","BONA_075",,"NEON.PLA.D19.BONA.00537",,,"single bole tree","Standing dead",16.2,130,,,,,,,"Full sun",,,,,,,,,,,,,,,"gmoore@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"97effa52-194f-4222-8f4c-8b6816ba15f1","BONA_075.basePlot.vst","2016-06-16","vst_BONA_2016","D19","BONA","BONA_075",,"NEON.PLA.D19.BONA.00543",,,"single bole tree","Live, disease damaged",17.1,130,,,,,,,"Full sun",,,,,,,,,,,,,,,"gmoore@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"cd706423-506f-4c82-af40-ce9fd9d2f036","BONA_075.basePlot.vst","2016-06-16","vst_BONA_2016","D19","BONA","BONA_075",,"NEON.PLA.D19.BONA.00476",,,"single bole tree","Live, disease damaged",17.2,130,,,,,,,"Full sun",,,,,,,,,,,,,,,"gmoore@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"fa7bbd3a-e7a9-4c12-91f6-2587d89534b3","BONA_075.basePlot.vst","2016-06-16","vst_BONA_2016","D19","BONA","BONA_075",,"NEON.PLA.D19.BONA.00544",,,"single bole tree","Live",13.2,130,,,,,,,"Full sun",,,,,,,,,,,,,,,"gmoore@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"f829b3cd-b91a-44aa-81bf-54cbd9f67664","BONA_075.basePlot.vst","2016-06-16","vst_BONA_2016","D19","BONA","BONA_075",,"NEON.PLA.D19.BONA.00573",,,"single shrub","Standing dead",2.9,130,2.7,,,,1.7,1.3,"Partially shaded","cylinder",,,,,,,,,,,,,"has non-quaifying live stems","gmoore@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"314ce709-5f98-459b-b843-5a2e3125139e","BONA_075.basePlot.vst","2016-06-16","vst_BONA_2016","D19","BONA","BONA_075",,"NEON.PLA.D19.BONA.00534",,,"multi-bole tree","Live",12.0,130,,,,,,,"Full sun",,,,,,,,,,,,,,,"gmoore@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"4c6842ac-1eed-4380-aa71-2a222d7a017c","BONA_075.basePlot.vst","2016-06-16","vst_BONA_2016","D19","BONA","BONA_075",,"NEON.PLA.D19.BONA.00479",,,"single bole tree","Live",10.8,130,,,,,,,"Full sun",,,,,,,,,,,,,,,"gmoore@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"2beea11d-057a-461c-b205-74e8e735327e","BONA_075.basePlot.vst","2016-06-16","vst_BONA_2016","D19","BONA","BONA_075",,"NEON.PLA.D19.BONA.00569",,,"sapling","Live",1.9,10,1.2,,,,,,"Mostly shaded",,,,,,,,,,,,,,,"gmoore@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"ac27081a-1232-4571-8cd0-67b4c1436a5a","BONA_075.basePlot.vst","2016-06-16","vst_BONA_2016","D19","BONA","BONA_075",,"NEON.PLA.D19.BONA.00454",,,"single bole tree","Standing dead",13.8,130,,,,,,,"Partially shaded",,,,,,,,,,,,,,,"gmoore@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"20811d1d-5655-442c-97cb-4ea3316a9296","BONA_075.basePlot.vst","2016-06-16","vst_BONA_2016","D19","BONA","BONA_075",,"NEON.PLA.D19.BONA.00500",,,"small tree","Live",2.4,130,,,,,,,"Mostly shaded",,,,,,,,,,,,,,,"gmoore@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"1348568e-3b73-457a-8416-433b5eca6520","BONA_075.basePlot.vst","2016-06-16","vst_BONA_2016","D19","BONA","BONA_075",,"NEON.PLA.D19.BONA.00570",,,"single shrub","Live",4.6,130,4.2,,,,2.3,2.2,"Partially shaded",,,,2.00,,,,,,,,,,,"gmoore@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"71b64009-2743-4d6c-8e10-cd8574ffe17d","BONA_075.basePlot.vst","2016-06-16","vst_BONA_2016","D19","BONA","BONA_075",,"NEON.PLA.D19.BONA.00536",,,"single bole tree","Standing dead",11.2,130,,,,,,,"Partially shaded",,,,,,,,,,,,,,,"gmoore@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"b73fb549-7c87-4ab4-b9e0-414dbd54ffad","BONA_075.basePlot.vst","2016-06-16","vst_BONA_2016","D19","BONA","BONA_075",,"NEON.PLA.D19.BONA.00474",,,"single bole tree","Live",23.2,130,,,,,,,"Full sun",,,,,,,,,,,,,,,"gmoore@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"0d28eaa3-a143-47ae-8bda-dd0be961aa0e","BONA_075.basePlot.vst","2016-06-16","vst_BONA_2016","D19","BONA","BONA_075",,"NEON.PLA.D19.BONA.00546",,,"single bole tree","Standing dead",14.2,130,,,,,,,"Partially shaded",,,,,,,,,,,,,,,"gmoore@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"c68cf679-d259-4a81-9fc5-669136e34aac","BONA_075.basePlot.vst","2016-06-16","vst_BONA_2016","D19","BONA","BONA_075",,"NEON.PLA.D19.BONA.00483",,,"sapling","Live",1.4,10,,,,,,,"Mostly shaded",,,,,,,,,,,,,,,"gmoore@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"ef50d670-edcd-4f13-b9a4-2000afeb8527","BONA_075.basePlot.vst","2016-06-16","vst_BONA_2016","D19","BONA","BONA_075",,"NEON.PLA.D19.BONA.00456",,,"single bole tree","Live",15.9,130,,,,,,,"Full sun",,,,,,,,,,,,,,,"gmoore@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"807c0a97-c097-499c-a2a7-143e5215648a","BONA_075.basePlot.vst","2016-06-16","vst_BONA_2016","D19","BONA","BONA_075",,"NEON.PLA.D19.BONA.00572",,,"single shrub","Live",1.5,10,1.2,,,,1.4,0.7,"Mostly shaded","cylinder",,,,,,,,,,,,,,"gmoore@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"7eae710c-e8a8-4e85-93a1-d2d6c533cff4","BONA_075.basePlot.vst","2016-06-16","vst_BONA_2016","D19","BONA","BONA_075",,"NEON.PLA.D19.BONA.00481",,,"single bole tree","Live,  other damage",15.5,130,,,,,,,"Partially shaded",,,,,,,,,,,,,,"undead top","gmoore@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"ea472622-4785-4e95-a1b1-5e119423d1af","BONA_075.basePlot.vst","2016-06-16","vst_BONA_2016","D19","BONA","BONA_075",,"NEON.PLA.D19.BONA.00545",,,"single bole tree","Live",29.5,130,,,,,,,"Open grown",,,,,,,,,,,,,,,"gmoore@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"08a68c54-1b9d-4b2b-95fa-fdeb115c66a9","BONA_075.basePlot.vst","2016-06-16","vst_BONA_2016","D19","BONA","BONA_075",,"NEON.PLA.D19.BONA.00578",,,"sapling","Live",1.0,10,0.7,,,,,,"Mostly shaded",,,,,,,,,,,,,,,"gmoore@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"9259f1ee-3676-4f41-9384-e1aa5ed8cfab","BONA_075.basePlot.vst","2016-06-16","vst_BONA_2016","D19","BONA","BONA_075",,"NEON.PLA.D19.BONA.00532",,,"single bole tree","Live, physically damaged",33.9,130,,,,,,,"Open grown",,,,,,,,,,,,,,"scared bole","gmoore@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"119d407e-3d39-462a-aec7-24b19e22621c","BONA_075.basePlot.vst","2016-06-16","vst_BONA_2016","D19","BONA","BONA_075",,"NEON.PLA.D19.BONA.00586",,,"sapling","Live",1.2,10,0.7,,,,,,"Mostly shaded",,,,,,,,,,,,,,,"gmoore@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"9e137a72-8668-499e-ba36-41f2cd8bf88e","BONA_075.basePlot.vst","2016-06-16","vst_BONA_2016","D19","BONA","BONA_075",,"NEON.PLA.D19.BONA.00584",,,"single shrub","Standing dead",2.1,130,3.5,,,,1.0,0.4,"Partially shaded","cylinder",,,,,,,,,,,,,,"gmoore@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"fa18d167-ab57-42c5-b70e-663a6434965e","BONA_075.basePlot.vst","2016-06-16","vst_BONA_2016","D19","BONA","BONA_075",,"NEON.PLA.D19.BONA.00482",,,"multi-bole tree","Live",10.8,130,,,,,,,"Full sun",,,,,,,,,,,,,,,"gmoore@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"1ef3d1b3-1894-492c-878b-f19af067cadc","BONA_075.basePlot.vst","2016-06-16","vst_BONA_2016","D19","BONA","BONA_075",,"NEON.PLA.D19.BONA.00551B",,,,"Live",9.1,130,,,,,,,"Partially shaded",,,,,,,,,,,,,,,"gmoore@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"63b6f5a0-f994-4661-be24-88f56f0d6456","BONA_075.basePlot.vst","2016-06-16","vst_BONA_2016","D19","BONA","BONA_075",,"NEON.PLA.D19.BONA.00540",,,"single bole tree","Live",10.4,130,,,,,,,"Partially shaded",,,,,,,,,,,,,,,"gmoore@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"526c946c-6e88-4153-a4c3-77b4ffca062f","BONA_075.basePlot.vst","2016-06-16","vst_BONA_2016","D19","BONA","BONA_075",,"NEON.PLA.D19.BONA.00464",,,"single bole tree","Live",23.5,130,,,,,,,"Full sun",,,,,,,,,,,,,,,"gmoore@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"21f0b0dc-a9ca-44ad-9f0e-3359aa15f1b3","BONA_075.basePlot.vst","2016-06-16","vst_BONA_2016","D19","BONA","BONA_075",,"NEON.PLA.D19.BONA.00485",,,"single shrub","Live",3.0,10,2.3,,,,2.0,1.2,"Mostly shaded","cylinder",,,,,,,,,,,,,,"gmoore@field-ops.org","whendricks@field-ops.org","legacyData"
"c3a036de-8a59-4a08-bd75-dd678f615f4b","BONA_075.basePlot.vst","2016-06-16","vst_BONA_2016","D19","BONA","BONA_075",,"NEON.PLA.D19.BONA.00567",,,"small tree","Live",1.1,130,2.0,,,,,,"Mostly shaded",,,,,,,,,,,,,,,"gmoore@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"3ea14264-0940-45f3-8152-354f2bddb4fa","BONA_075.basePlot.vst","2016-06-16","vst_BONA_2016","D19","BONA","BONA_075",,"NEON.PLA.D19.BONA.00480",,,"single bole tree","Live",12.2,130,,,,,,,"Full sun",,,,,,,,,,,,,,,"gmoore@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"630317cd-51bc-4e3f-a34d-c69b9ede74b2","BONA_075.basePlot.vst","2016-06-16","vst_BONA_2016","D19","BONA","BONA_075",,"NEON.PLA.D19.BONA.00565",,,"sapling","Live",1.7,10,1.3,,,,,,"Mostly shaded",,,,,,,,,,,,,,,"gmoore@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"655545f1-1c9f-4569-b098-4668ef08c03d","BONA_075.basePlot.vst","2016-06-16","vst_BONA_2016","D19","BONA","BONA_075",,"NEON.PLA.D19.BONA.00461",,,"single bole tree","Live,  other damage",26.2,140,,,,,,,"Full sun",,,,,,,,,,,,,,,"gmoore@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"996c7763-8891-43d4-ab99-b832fe572fd7","BONA_075.basePlot.vst","2016-06-16","vst_BONA_2016","D19","BONA","BONA_075",,"NEON.PLA.D19.BONA.00542",,,"single bole tree","Live",19.3,130,,,,,,,"Open grown",,,,,,,,,,,,,,,"gmoore@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"7a3ef83d-0d63-47d3-a10f-b9cd9553c14e","BONA_075.basePlot.vst","2016-06-16","vst_BONA_2016","D19","BONA","BONA_075",,"NEON.PLA.D19.BONA.00583",,,"single shrub","Standing dead",2.0,130,2.0,,,,0.3,0.3,"Mostly shaded","cylinder",,,,,,,,,,,,,,"gmoore@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"06cf2937-68d8-4102-bdbe-82aaf3425341","BONA_075.basePlot.vst","2016-06-16","vst_BONA_2016","D19","BONA","BONA_075",,"NEON.PLA.D19.BONA.00457",,,"single bole tree","Live",18.4,130,,,,,,,"Full sun",,,,,,,,,,,,,,,"gmoore@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"e45eab70-a5fe-4844-baed-8418f04435f1","BONA_075.basePlot.vst","2016-06-16","vst_BONA_2016","D19","BONA","BONA_075",,"NEON.PLA.D19.BONA.00459",,,"single bole tree","Live",26.6,140,,,,,,,"Full sun",,,,,,,,,,,,,,,"gmoore@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"60a5564f-619a-4426-abd8-ad98f333f39f","BONA_075.basePlot.vst","2016-06-16","vst_BONA_2016","D19","BONA","BONA_075",,"NEON.PLA.D19.BONA.00568",,,"sapling","Live",1.9,10,1.4,,,,,,"Mostly shaded",,,,,,,,,,,,,,,"gmoore@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"26f78b28-0eab-4672-a9d8-9872f8e86223","BONA_075.basePlot.vst","2016-06-16","vst_BONA_2016","D19","BONA","BONA_075",,"NEON.PLA.D19.BONA.00574",,,"single shrub","Standing dead",1.3,130,1.6,,,,1.2,0.6,"Mostly shaded","cylinder",,,,,,,,,,,,,"has living non-qualifying stems","gmoore@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"c12d2977-a938-4245-9324-c7c09af355c1","BONA_075.basePlot.vst","2016-06-16","vst_BONA_2016","D19","BONA","BONA_075",,"NEON.PLA.D19.BONA.00564",,,"single shrub","Live",1.2,130,2.5,,,,1.2,1.2,"Mostly shaded","cylinder",,,,,,,,,,,,,,"gmoore@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"2fce6554-9fd2-4e91-acc6-1989b20dcd38","BONA_075.basePlot.vst","2016-06-16","vst_BONA_2016","D19","BONA","BONA_075",,"NEON.PLA.D19.BONA.00560A",,,,"Live",6.5,130,,,,,,,"Full sun",,,,,,,,,,,,,,,"gmoore@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"4ad694d1-f72f-48f7-9c46-a86a427c16f5","BONA_075.basePlot.vst","2016-06-16","vst_BONA_2016","D19","BONA","BONA_075",,"NEON.PLA.D19.BONA.00563",,,"single bole tree","Live",26.3,130,15.5,,,,,,"Open grown","inverted cone",,,7.60,6.70,,,,,,,,,,"gmoore@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"244f95df-a995-41a1-a760-b4f72dcaa34c","BONA_075.basePlot.vst","2016-06-16","vst_BONA_2016","D19","BONA","BONA_075",,"NEON.PLA.D19.BONA.00533",,,"multi-bole tree","Standing dead",19.6,130,,,,,,,"Partially shaded",,,,,,,,,,,,,,,"gmoore@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"b872c435-158d-4bda-a6cc-9ec8f3ac31f9","BONA_075.basePlot.vst","2016-06-16","vst_BONA_2016","D19","BONA","BONA_075",,"NEON.PLA.D19.BONA.00561A",,,,"Standing dead",13.7,130,,,,,,,"Full sun",,,,,,,,,,,,,,"outside of plot","gmoore@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"325991c9-8b5d-468b-9494-cf251057d562","BONA_075.basePlot.vst","2016-06-16","vst_BONA_2016","D19","BONA","BONA_075",,"NEON.PLA.D19.BONA.00531",,,"multi-bole tree","Live",24.0,130,,,,,,,"Open grown",,,,,,,,,,,,,,,"gmoore@field-ops.org","whendricks@field-ops.org","legacyData | noMapTagData"
"5ab5c626-f9ed-44f2-a231-384833d5cc58","BONA_084.basePlot.vst","2016-06-17","vst_BONA_2016","D19","BONA","BONA_084",,"NEON.PLA.D19.BONA.01221",,,"single bole tree","Standing dead",12.3,130,,,,,,,"Full sun",,,,,,,,,,,,,,,"frosenbower@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"59511b53-b9a3-4f9b-885e-7fa53d63fffc","BONA_079.basePlot.vst","2016-06-17","vst_BONA_2016","D19","BONA","BONA_079",,"NEON.PLA.D19.BONA.00207",,,"single bole tree","Standing dead",14.6,130,,,,,,,"Mostly shaded",,,,,,,,,,,,,,,"frosembower@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"3c497b50-d336-4871-be00-5eddaff52061","BONA_084.basePlot.vst","2016-06-17","vst_BONA_2016","D19","BONA","BONA_084",,"NEON.PLA.D19.BONA.01226",,,"single bole tree","Live",14.1,130,,,,,,,"Full sun",,,,,,,,,,,,,,,"frosenbower@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"ac62ea30-c3aa-43aa-b62a-beabd5115869","BONA_084.basePlot.vst","2016-06-17","vst_BONA_2016","D19","BONA","BONA_084",,"NEON.PLA.D19.BONA.00970",,,"single bole tree","Live,  other damage",18.5,130,,,,,,,"Full sun",,,,,,,,,,,,,,,"frosenbower@field-ops.org","mgrandfield@field-ops.org","legacyData"
"1c04b861-0923-46be-9e57-ed58d18a30a4","BONA_079.basePlot.vst","2016-06-17","vst_BONA_2016","D19","BONA","BONA_079",,"NEON.PLA.D19.BONA.00653",,,"single bole tree","Live",14.7,140,,,,,,,"Full sun",,,,,,,,,,,,,,,"frosenbower@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"2f4df890-7ded-404d-bdd8-5dfa8cdf9beb","BONA_084.basePlot.vst","2016-06-17","vst_BONA_2016","D19","BONA","BONA_084",,"NEON.PLA.D19.BONA.00983",,,"single bole tree","Live",17.6,130,,,,,,,"Full sun",,,,,,,,,,,,,,,"frosenbower@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"2b7862f9-f4d7-4752-8b95-059e068e7624","BONA_084.basePlot.vst","2016-06-17","vst_BONA_2016","D19","BONA","BONA_084",,"NEON.PLA.D19.BONA.00981",,,"single bole tree","Live",10.1,130,,,,,,,"Partially shaded",,,,,,,,,,,,,,,"frosenbower@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"b90cbc2f-6019-4617-8e6e-cb2387e2a8a1","BONA_084.basePlot.vst","2016-06-17","vst_BONA_2016","D19","BONA","BONA_084",,"NEON.PLA.D19.BONA.00958",,,"sapling","Live",1.4,10,,,,,,,"Mostly shaded",,,,,,,,,,,,,,,"frosenbower@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"2d8c56a9-d8c8-49e5-b0eb-42fa69f125d0","BONA_084.basePlot.vst","2016-06-17","vst_BONA_2016","D19","BONA","BONA_084",,"NEON.PLA.D19.BONA.00978",,,"single bole tree","Live,  other damage",18.7,130,,,,,,,"Full sun",,,,,,,,,,,,,,,"frosenbower@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"4da6066e-5eb2-40e5-996a-9e1edde5f622","BONA_079.basePlot.vst","2016-06-17","vst_BONA_2016","D19","BONA","BONA_079",,"NEON.PLA.D19.BONA.00621",,,"single shrub","Live",5.1,10,,,,,,,,,,,,,,,,,,,,,,"frosenbower@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"ffd5bf46-1e06-4851-9ffe-adb38fab2d44","BONA_079.basePlot.vst","2016-06-17","vst_BONA_2016","D19","BONA","BONA_079",,"NEON.PLA.D19.BONA.00636",,,"sapling","Live",1.0,10,,,,,,,"Mostly shaded",,,,,,,,,,,,,,,"frosenbower@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"e728176f-593a-4d5f-92bd-2b7a29c8dbcf","BONA_079.basePlot.vst","2016-06-17","vst_BONA_2016","D19","BONA","BONA_079",,"NEON.PLA.D19.BONA.00512",,,"sapling","Live",1.1,10,,,,,,,"Mostly shaded",,,,,,,,,,,,,,,"frosenbower@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"c1b555e6-7c1d-4d44-b410-698f010354e0","BONA_079.basePlot.vst","2016-06-17","vst_BONA_2016","D19","BONA","BONA_079",,"NEON.PLA.D19.BONA.00604",,,"single bole tree","Live",13.3,130,,,,,,,"Full sun",,,,,,,,,,,,,,,"frosenbower@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"3ec827c4-ad37-4004-ae0d-37590c100cad","BONA_079.basePlot.vst","2016-06-17","vst_BONA_2016","D19","BONA","BONA_079",,"NEON.PLA.D19.BONA.00593A",,,,"Standing dead",6.8,130,,,,,,,"Partially shaded",,,,,,,,,,,,,,,"frosenbower@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"fa0006b5-4a48-4c29-86f0-7853eb3eb564","BONA_084.basePlot.vst","2016-06-17","vst_BONA_2016","D19","BONA","BONA_084",,"NEON.PLA.D19.BONA.00957",,,"sapling","Standing dead",1.1,10,,,,,,,"Full shade",,,,,,,,,,,,,,,"frosenbower@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"4b0675d1-9af2-460d-ae36-0cc362cb9dec","BONA_084.basePlot.vst","2016-06-17","vst_BONA_2016","D19","BONA","BONA_084",,"NEON.PLA.D19.BONA.01253",,,"single bole tree","Live,  other damage",13.9,130,,,,,,,"Partially shaded",,,,,,,,,,,,,,,"frosenbower@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"5fc69aeb-b94c-4e42-bfba-9621bdd22c12","BONA_079.basePlot.vst","2016-06-17","vst_BONA_2016","D19","BONA","BONA_079",,"NEON.PLA.D19.BONA.00529",,,"single shrub","Live",2.9,130,1.5,,,,3.8,1.6,"Mostly shaded",,,,,,,,,,,,,,,"frosenbower@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"c7942c9f-6885-4f8b-95f3-73ce6010b404","BONA_079.basePlot.vst","2016-06-17","vst_BONA_2016","D19","BONA","BONA_079",,"NEON.PLA.D19.BONA.00616",,,"small tree","Live",6.7,130,,,,,,,"Partially shaded",,,,,,,,,,,,,,,"frosenbower@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"0df18e52-98be-40f9-96ac-dd1b7e9150e2","BONA_079.basePlot.vst","2016-06-17","vst_BONA_2016","D19","BONA","BONA_079",,"NEON.PLA.D19.BONA.00530",,,"single shrub","Live",1.8,10,,,,,4.4,2.8,"Mostly shaded","half-sphere",,,,,,,,,,,,,,"frosembower@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"91019290-7b71-428e-a2d8-221110884317","BONA_079.basePlot.vst","2016-06-17","vst_BONA_2016","D19","BONA","BONA_079",,"NEON.PLA.D19.BONA.00635",,,"sapling","Live",1.0,10,,,,,,,"Mostly shaded",,,,,,,,,,,,,,,"frosenbower@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"1d8fa5b0-4da0-41ef-9f9c-527f0b12efc2","BONA_084.basePlot.vst","2016-06-17","vst_BONA_2016","D19","BONA","BONA_084",,"NEON.PLA.D19.BONA.00972",,,"single bole tree","Standing dead",10.5,130,,,,,,,"Partially shaded",,,,,,,,,,,,,,,"frosenbower@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"b6c1ad82-e2df-4672-aa53-bcc9cf9720ce","BONA_084.basePlot.vst","2016-06-17","vst_BONA_2016","D19","BONA","BONA_084",,"NEON.PLA.D19.BONA.01273",,,"single bole tree","Live",11.0,130,,,,,,,"Partially shaded",,,,,,,,,,,,,,,"frosenbower@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"1bcf4ef5-d832-4f4e-b1fe-d23952fe3a6e","BONA_079.basePlot.vst","2016-06-17","vst_BONA_2016","D19","BONA","BONA_079",,"NEON.PLA.D19.BONA.00591",,,"single bole tree","Live",19.8,130,,,,,,,"Open grown",,,,,,,,,,,,,,,"frosenbower@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"cb926552-532b-4245-ac14-f29f1a5aa4f2","BONA_084.basePlot.vst","2016-06-17","vst_BONA_2016","D19","BONA","BONA_084",,"NEON.PLA.D19.BONA.01269",,,"single bole tree","Standing dead",19.2,130,,,,,,,"Full sun",,,,,,,,,,,,,,,"frosenbower@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"248822a6-ae16-4d11-bd22-26c46dff31b0","BONA_084.basePlot.vst","2016-06-17","vst_BONA_2016","D19","BONA","BONA_084",,"NEON.PLA.D19.BONA.00997",,,"small shrub","Live,  other damage",1.7,10,0.9,,,,0.4,0.2,"Mostly shaded","inverted cone",,,0.10,0.10,,,,,,,,,,"frosenbower@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"51896650-7819-4b1a-ba7e-edd3eeda18c0","BONA_084.basePlot.vst","2016-06-17","vst_BONA_2016","D19","BONA","BONA_084",,"NEON.PLA.D19.BONA.00968",,,"single bole tree","Live",15.6,130,,,,,,,"Full sun",,,,,,,,,,,,,,,"frosenbower@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"58504b3b-238a-4479-9f7f-0c542fca20af","BONA_079.basePlot.vst","2016-06-17","vst_BONA_2016","D19","BONA","BONA_079",,"NEON.PLA.D19.BONA.00212",,,"sapling","Live",2.4,10,,,,,,,"Mostly shaded",,,,,,,,,,,,,,,"frosembower@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"14d4f1f5-cad2-43ad-a210-c10c6eee0245","BONA_079.basePlot.vst","2016-06-17","vst_BONA_2016","D19","BONA","BONA_079",,"NEON.PLA.D19.BONA.00613",,,"small tree","Standing dead",9.2,130,,,,,,,"Partially shaded",,,,,,,,,,,,,,,"frosenbower@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
"0f33a591-2cb4-4ec3-880f-51a47fe9122d","BONA_084.basePlot.vst","2016-06-17","vst_BONA_2016","D19","BONA","BONA_084",,"NEON.PLA.D19.BONA.00996",,,"small shrub","Live,  other damage",2.5,10,0.7,,,,0.6,0.4,"Mostly shaded","cylinder",,,,,,,,,,,,,,"frosenbower@field-ops.org","mgrandfield@field-ops.org","legacyData | noMapTagData"
