"","LFID","SHOTNUMBER","TIME","GLON","GLAT","ZG","HLON","HLAT","ZH","TLON","TLAT","ZT","RH10","RH15","RH20","RH25","RH30","RH35","RH40","RH45","RH50","RH55","RH60","RH65","RH70","RH75","RH80","RH85","RH90","RH95","RH96","RH97","RH98","RH99","RH100","AZIMUTH","INCIDENTANGLE","RANGE","COMPLEXITY","SENSITIVITY","CHANNEL_ZT","CHANNEL_ZG","CHANNEL_RH","FID","plotID","pointID","mOrder","country","state","county","domain","domainID","siteName","siteID","plotType","subtype","subSpec","plotSize","plotDim","latitude","longitude","datum","utmZone","easting","northing","horzUncert","elevation","vertUncert","minElev","maxElev","slope","aspect","nlcdClass","soilOrder","coordSrc","date","gpsLogs","plotPdop","plotHdop","appMods","module","plot","plotEdge","Shape__Are","Shape__Len","GlobalID","filename","sensor"
"11137",1958686797,95410272,85449.22148,-147.513245,65.155317,275.79,212.486761,65.155309,291.05,212.486762,65.155307,293.81,-0.82,-0.52,-0.37,-0.22,-0.07,0.07,0.22,0.52,1.12,1.72,2.47,7.4,12.64,13.69,14.29,14.88,15.48,16.23,16.38,16.53,16.83,17.13,18.03,344.84,3.654,12494.32,0.525,0.974,1,1,1,1782,"BONA_084","41",27033,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.155247,-147.512957,"WGS84","6N",475951.369,7225854.416,0.15,263.46,0.2,260.18,268.25,5.14,2.9,"deciduousForest","Inceptisols","Geo 7X","20160516",132,2.7,2,"bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst","T","27033T",40,9031.21875,380.130602387283,"0d3ddec4-51a1-40de-8542-b1bdd5a0f605","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"11138",1958686797,95410273,85449.22173,-147.513058,65.155346,275.98,212.486947,65.155338,289.48,212.486947,65.155337,291.35,-1.01,-0.86,-0.71,-0.56,-0.41,-0.41,-0.26,-0.26,-0.11,-0.11,0.04,0.04,0.19,0.19,0.34,0.64,1.98,7.52,9.76,12.3,13.35,14.1,15.37,345.51,3.658,12493.12,0.157,0.975,1,1,1,1782,"BONA_084","41",27033,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.155247,-147.512957,"WGS84","6N",475951.369,7225854.416,0.15,263.46,0.2,260.18,268.25,5.14,2.9,"deciduousForest","Inceptisols","Geo 7X","20160516",132,2.7,2,"bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst","T","27033T",40,9031.21875,380.130602387283,"0d3ddec4-51a1-40de-8542-b1bdd5a0f605","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"11139",1958686797,95410274,85449.22198,-147.513353,65.155196,273.93,212.486652,65.155188,289.19,212.486653,65.155187,291.4,-0.64,-0.34,-0.19,-0.04,0.26,0.56,2.06,3.25,6.69,8.49,10.58,12.23,13.13,13.73,14.17,14.77,15.22,15.82,15.97,16.12,16.27,16.42,17.47,344.22,3.6,12494.18,0.536,0.977,1,1,1,1782,"BONA_084","41",27033,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.155247,-147.512957,"WGS84","6N",475951.369,7225854.416,0.15,263.46,0.2,260.18,268.25,5.14,2.9,"deciduousForest","Inceptisols","Geo 7X","20160516",132,2.7,2,"bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst","T","27033T",40,9031.21875,380.130602387283,"0d3ddec4-51a1-40de-8542-b1bdd5a0f605","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"11140",1958686797,95410275,85449.22223,-147.513166,65.155225,274.03,212.486839,65.155217,289.33,212.48684,65.155216,292.02,-0.86,-0.56,-0.41,-0.26,-0.11,0.04,0.19,0.34,2.88,12.6,13.8,14.25,14.7,15,15.3,15.6,15.89,16.34,16.34,16.49,16.79,17.09,17.99,344.9,3.604,12495.53,0.541,0.976,1,1,1,1782,"BONA_084","41",27033,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.155247,-147.512957,"WGS84","6N",475951.369,7225854.416,0.15,263.46,0.2,260.18,268.25,5.14,2.9,"deciduousForest","Inceptisols","Geo 7X","20160516",132,2.7,2,"bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst","T","27033T",40,9031.21875,380.130602387283,"0d3ddec4-51a1-40de-8542-b1bdd5a0f605","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"11141",1958686797,95410276,85449.22248,-147.512968,65.155256,274.15,212.487037,65.155247,290.23,212.487037,65.155246,291.88,-1.05,-0.9,-0.75,-0.6,-0.45,-0.45,-0.3,-0.15,-0.15,0,0,0.15,0.3,0.3,0.6,2.69,12.42,15.11,15.56,15.86,16.31,16.75,17.73,345.61,3.608,12495.22,0.131,0.974,1,1,1,1782,"BONA_084","41",27033,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.155247,-147.512957,"WGS84","6N",475951.369,7225854.416,0.15,263.46,0.2,260.18,268.25,5.14,2.9,"deciduousForest","Inceptisols","Geo 7X","20160516",132,2.7,2,"bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst","T","27033T",40,9031.21875,380.130602387283,"0d3ddec4-51a1-40de-8542-b1bdd5a0f605","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"11142",1958686797,95410277,85449.22273,-147.513263,65.155099,272.26,212.486741,65.155093,283.78,212.486742,65.15509,287.67,-0.86,-0.56,-0.41,-0.26,-0.11,-0.11,0.04,0.34,0.49,1.23,1.68,2.13,2.73,3.63,4.97,8.42,10.36,12.16,12.45,12.9,13.35,14.1,15.41,344.29,3.547,12495.98,0.397,0.98,1,1,1,1782,"BONA_084","41",27033,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.155247,-147.512957,"WGS84","6N",475951.369,7225854.416,0.15,263.46,0.2,260.18,268.25,5.14,2.9,"deciduousForest","Inceptisols","Geo 7X","20160516",132,2.7,2,"bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst","T","27033T",40,9031.21875,380.130602387283,"0d3ddec4-51a1-40de-8542-b1bdd5a0f605","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"11143",1958686797,95410278,85449.22298,-147.513076,65.155128,272.41,212.486928,65.155121,285.8,212.486929,65.155119,288.49,-0.37,0.07,0.67,1.42,2.17,3.07,6.06,7.26,8,8.9,9.8,10.55,11.3,11.89,12.49,13.09,13.69,14.29,14.44,14.59,14.74,15.04,16.08,344.98,3.55,12495.53,0.627,0.981,1,1,1,1782,"BONA_084","41",27033,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.155247,-147.512957,"WGS84","6N",475951.369,7225854.416,0.15,263.46,0.2,260.18,268.25,5.14,2.9,"deciduousForest","Inceptisols","Geo 7X","20160516",132,2.7,2,"bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst","T","27033T",40,9031.21875,380.130602387283,"0d3ddec4-51a1-40de-8542-b1bdd5a0f605","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"11144",1958686797,95410279,85449.22323,-147.512879,65.155159,272.38,212.487126,65.155151,285.54,212.487127,65.15515,288.76,-0.75,-0.45,-0.15,0.15,0.45,0.9,1.5,3.14,6.58,7.78,8.53,9.28,10.17,11.07,12.12,12.87,13.61,14.36,14.51,14.81,14.96,15.41,16.38,345.7,3.555,12496.58,0.542,0.978,1,1,1,1782,"BONA_084","41",27033,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.155247,-147.512957,"WGS84","6N",475951.369,7225854.416,0.15,263.46,0.2,260.18,268.25,5.14,2.9,"deciduousForest","Inceptisols","Geo 7X","20160516",132,2.7,2,"bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst","T","27033T",40,9031.21875,380.130602387283,"0d3ddec4-51a1-40de-8542-b1bdd5a0f605","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"22450",1958686797,95421585,85452.04975,-147.498965,65.155654,240.89,212.501035,65.155654,240.89,212.501036,65.155652,245.16,-1.05,-0.9,-0.75,-0.6,-0.45,-0.45,-0.3,-0.3,-0.15,-0.15,0,0,0.15,0.15,0.3,0.3,0.6,1.35,1.8,2.1,2.55,3.14,4.27,344.31,2.627,12515.67,0.148,0.975,1,1,1,1783,"BONA_081","41",10905,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.155823,-147.498863,"WGS84","6N",476612.592,7225913.332,0.19,231.76,0.14,230.78,233.8,2.41,336,"shrubScrub","Histosols","Geo 7X","20160607",609,2.3,1.1,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","10905T",40,9031.59375,380.13898461989,"ea9886f5-fe70-4c3b-9b93-3f91d0acd072","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"22451",1958686797,95421586,85452.05,-147.498778,65.155683,240.77,212.501223,65.155682,244.48,212.501223,65.155681,245.79,-0.97,-0.82,-0.67,-0.52,-0.52,-0.37,-0.37,-0.22,-0.22,-0.07,-0.07,-0.07,0.07,0.07,0.22,0.37,0.37,0.67,0.82,1.27,2.32,3.52,5.02,345.23,2.63,12516.12,0.079,0.978,1,1,1,1783,"BONA_081","41",10905,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.155823,-147.498863,"WGS84","6N",476612.592,7225913.332,0.19,231.76,0.14,230.78,233.8,2.41,336,"shrubScrub","Histosols","Geo 7X","20160607",609,2.3,1.1,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","10905T",40,9031.59375,380.13898461989,"ea9886f5-fe70-4c3b-9b93-3f91d0acd072","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"22452",1958686797,95421587,85452.05025,-147.499241,65.155723,241.62,212.500759,65.155723,241.62,212.50076,65.155721,246.45,-1.12,-0.82,-0.67,-0.52,-0.52,-0.37,-0.22,-0.22,-0.07,-0.07,0.07,0.07,0.22,0.37,0.52,0.67,0.97,2.02,2.32,2.62,3.07,3.67,4.83,343.28,2.677,12516.27,0.207,0.981,1,1,1,1783,"BONA_081","41",10905,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.155823,-147.498863,"WGS84","6N",476612.592,7225913.332,0.19,231.76,0.14,230.78,233.8,2.41,336,"shrubScrub","Histosols","Geo 7X","20160607",609,2.3,1.1,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","10905T",40,9031.59375,380.13898461989,"ea9886f5-fe70-4c3b-9b93-3f91d0acd072","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"22453",1958686797,95421588,85452.0505,-147.499054,65.155753,241.27,212.500946,65.155753,241.27,212.500947,65.155751,245.24,-0.97,-0.82,-0.67,-0.52,-0.52,-0.37,-0.37,-0.22,-0.22,-0.07,-0.07,0.07,0.07,0.22,0.22,0.37,0.67,1.27,1.57,2.02,2.47,2.92,3.97,344.19,2.68,12515.37,0.135,0.98,1,1,1,1783,"BONA_081","41",10905,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.155823,-147.498863,"WGS84","6N",476612.592,7225913.332,0.19,231.76,0.14,230.78,233.8,2.41,336,"shrubScrub","Histosols","Geo 7X","20160607",609,2.3,1.1,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","10905T",40,9031.59375,380.13898461989,"ea9886f5-fe70-4c3b-9b93-3f91d0acd072","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"22454",1958686797,95421589,85452.05075,-147.498877,65.15578,241.14,212.501123,65.15578,241.14,212.501124,65.155778,245.34,-1.05,-0.9,-0.75,-0.6,-0.45,-0.45,-0.3,-0.3,-0.15,-0.15,-0.15,0,0,0.15,0.15,0.3,0.45,1.05,1.35,1.65,2.1,2.84,4.19,345.04,2.683,12515.82,0.148,0.98,1,1,1,1783,"BONA_081","41",10905,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.155823,-147.498863,"WGS84","6N",476612.592,7225913.332,0.19,231.76,0.14,230.78,233.8,2.41,336,"shrubScrub","Histosols","Geo 7X","20160607",609,2.3,1.1,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","10905T",40,9031.59375,380.13898461989,"ea9886f5-fe70-4c3b-9b93-3f91d0acd072","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"22456",1958686797,95421591,85452.05125,-147.499135,65.15585,241.62,212.500865,65.15585,241.62,212.500867,65.155847,248.06,-1.05,-0.9,-0.75,-0.6,-0.45,-0.45,-0.3,-0.3,-0.15,-0.15,0,0,0.15,0.15,0.3,0.45,0.75,1.8,2.25,2.84,3.59,4.94,6.44,344.1,2.732,12516.56,0.176,0.98,1,1,1,1783,"BONA_081","41",10905,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.155823,-147.498863,"WGS84","6N",476612.592,7225913.332,0.19,231.76,0.14,230.78,233.8,2.41,336,"shrubScrub","Histosols","Geo 7X","20160607",609,2.3,1.1,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","10905T",40,9031.59375,380.13898461989,"ea9886f5-fe70-4c3b-9b93-3f91d0acd072","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"22457",1958686797,95421592,85452.0515,-147.498958,65.155877,241.81,212.501044,65.155874,249.03,212.501044,65.155874,249.86,-1.01,-0.86,-0.71,-0.56,-0.41,-0.41,-0.26,-0.26,-0.11,-0.11,0.04,0.04,0.19,0.34,0.34,0.64,1.38,3.33,4.23,4.83,6.03,7.07,8.05,344.94,2.736,12515.51,0.182,0.977,1,1,1,1783,"BONA_081","41",10905,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.155823,-147.498863,"WGS84","6N",476612.592,7225913.332,0.19,231.76,0.14,230.78,233.8,2.41,336,"shrubScrub","Histosols","Geo 7X","20160607",609,2.3,1.1,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","10905T",40,9031.59375,380.13898461989,"ea9886f5-fe70-4c3b-9b93-3f91d0acd072","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"22459",1958686797,95421594,85452.052,-147.499234,65.155946,243.21,212.500768,65.155944,247.81,212.500768,65.155943,250.4,-1.01,-0.71,-0.56,-0.41,-0.41,-0.26,-0.11,-0.11,0.04,0.19,0.34,0.49,0.94,1.68,2.58,3.63,4.53,5.28,5.43,5.58,5.88,6.18,7.19,343.95,2.785,12515.06,0.479,0.979,1,1,1,1783,"BONA_081","41",10905,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.155823,-147.498863,"WGS84","6N",476612.592,7225913.332,0.19,231.76,0.14,230.78,233.8,2.41,336,"shrubScrub","Histosols","Geo 7X","20160607",609,2.3,1.1,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","10905T",40,9031.59375,380.13898461989,"ea9886f5-fe70-4c3b-9b93-3f91d0acd072","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"22460",1958686797,95421595,85452.05225,-147.499046,65.155975,242.67,212.500954,65.155975,242.67,212.500955,65.155973,248.36,-1.12,-0.82,-0.67,-0.52,-0.52,-0.37,-0.22,-0.22,-0.07,-0.07,0.07,0.22,0.22,0.37,0.67,1.12,1.87,2.92,3.22,3.52,3.97,4.57,5.69,344.82,2.789,12516.26,0.335,0.98,1,1,1,1783,"BONA_081","41",10905,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.155823,-147.498863,"WGS84","6N",476612.592,7225913.332,0.19,231.76,0.14,230.78,233.8,2.41,336,"shrubScrub","Histosols","Geo 7X","20160607",609,2.3,1.1,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","10905T",40,9031.59375,380.13898461989,"ea9886f5-fe70-4c3b-9b93-3f91d0acd072","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"22764",1958686797,95421899,85452.12825,-147.498675,65.155925,241.5,212.501325,65.155925,241.5,212.501326,65.155924,243.93,-1.09,-0.79,-0.64,-0.64,-0.49,-0.34,-0.34,-0.34,-0.19,-0.19,-0.04,-0.04,0.11,0.11,0.26,0.26,0.41,0.56,0.71,0.86,1.01,1.46,2.43,344.59,2.733,12515.81,0.113,0.977,1,1,1,1783,"BONA_081","41",10905,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.155823,-147.498863,"WGS84","6N",476612.592,7225913.332,0.19,231.76,0.14,230.78,233.8,2.41,336,"shrubScrub","Histosols","Geo 7X","20160607",609,2.3,1.1,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","10905T",40,9031.59375,380.13898461989,"ea9886f5-fe70-4c3b-9b93-3f91d0acd072","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"22765",1958686797,95421900,85452.1285,-147.498498,65.155953,241.54,212.501502,65.155953,241.54,212.501502,65.155952,243.75,-1.01,-0.86,-0.71,-0.56,-0.41,-0.41,-0.26,-0.26,-0.26,-0.11,-0.11,0.04,0.04,0.04,0.19,0.19,0.34,0.49,0.64,0.64,0.79,1.09,2.21,345.42,2.737,12516.11,0.126,0.98,1,1,1,1783,"BONA_081","41",10905,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.155823,-147.498863,"WGS84","6N",476612.592,7225913.332,0.19,231.76,0.14,230.78,233.8,2.41,336,"shrubScrub","Histosols","Geo 7X","20160607",609,2.3,1.1,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","10905T",40,9031.59375,380.13898461989,"ea9886f5-fe70-4c3b-9b93-3f91d0acd072","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"22767",1958686797,95421902,85452.129,-147.498603,65.155827,241.1,212.501397,65.155827,241.1,212.501398,65.155826,244.5,-1.01,-0.86,-0.71,-0.56,-0.41,-0.41,-0.26,-0.26,-0.26,-0.11,-0.11,0.04,0.04,0.19,0.19,0.34,0.49,0.64,0.79,0.94,1.39,1.98,3.41,344.6,2.681,12516.57,0.154,0.981,1,1,1,1783,"BONA_081","41",10905,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.155823,-147.498863,"WGS84","6N",476612.592,7225913.332,0.19,231.76,0.14,230.78,233.8,2.41,336,"shrubScrub","Histosols","Geo 7X","20160607",609,2.3,1.1,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","10905T",40,9031.59375,380.13898461989,"ea9886f5-fe70-4c3b-9b93-3f91d0acd072","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"22770",1958686797,95421905,85452.12975,-147.498513,65.155729,240.73,212.501488,65.155727,245.48,212.501489,65.155726,246.87,-1.01,-0.86,-0.71,-0.56,-0.41,-0.41,-0.26,-0.26,-0.26,-0.11,-0.11,0.04,0.04,0.19,0.19,0.34,0.49,0.64,0.94,1.83,3.93,4.83,6.14,344.7,2.627,12516.12,0.126,0.981,1,1,1,1783,"BONA_081","41",10905,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.155823,-147.498863,"WGS84","6N",476612.592,7225913.332,0.19,231.76,0.14,230.78,233.8,2.41,336,"shrubScrub","Histosols","Geo 7X","20160607",609,2.3,1.1,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","10905T",40,9031.59375,380.13898461989,"ea9886f5-fe70-4c3b-9b93-3f91d0acd072","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"22401",1958686797,95421536,85452.0375,-147.497803,65.154052,235.19,212.502197,65.154052,235.19,212.502198,65.154051,237.36,-1.09,-0.79,-0.64,-0.64,-0.49,-0.49,-0.34,-0.34,-0.19,-0.19,-0.04,-0.04,0.11,0.11,0.26,0.26,0.41,0.56,0.71,0.71,0.86,1.16,2.17,345.34,1.774,12514.81,0.124,0.981,1,1,1,1784,"BONA_083","41",15001,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.154212,-147.49758,"WGS84","6N",476671.319,7225733.304,0.1,225.69,0.1,224.83,226.07,0,0,"shrubScrub","Histosols","Geo 7X","20160519",306,2.5,1.2,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","15001T",40,9030.5,380.115967178468,"95d21e35-e29a-4377-a522-46bba84d7f42","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"22402",1958686797,95421537,85452.03775,-147.497605,65.154083,235.11,212.502395,65.154082,236.95,212.502396,65.154082,239.16,-1.09,-0.79,-0.64,-0.49,-0.49,-0.34,-0.34,-0.19,-0.19,-0.04,-0.04,0.11,0.11,0.26,0.41,0.56,1.01,2.06,2.21,2.36,2.66,3.11,4.05,346.78,1.779,12514.21,0.351,0.978,1,1,1,1784,"BONA_083","41",15001,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.154212,-147.49758,"WGS84","6N",476671.319,7225733.304,0.1,225.69,0.1,224.83,226.07,0,0,"shrubScrub","Histosols","Geo 7X","20160519",306,2.5,1.2,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","15001T",40,9030.5,380.115967178468,"95d21e35-e29a-4377-a522-46bba84d7f42","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"22403",1958686797,95421538,85452.038,-147.497418,65.154112,235,212.502583,65.154111,237.02,212.502583,65.154111,239.45,-1.05,-0.75,-0.6,-0.6,-0.45,-0.3,-0.3,-0.15,-0.15,0,0,0.15,0.3,0.3,0.6,1.2,1.8,2.55,2.7,2.85,3.15,3.45,4.46,348.13,1.785,12514.81,0.312,0.977,1,1,1,1784,"BONA_083","41",15001,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.154212,-147.49758,"WGS84","6N",476671.319,7225733.304,0.1,225.69,0.1,224.83,226.07,0,0,"shrubScrub","Histosols","Geo 7X","20160519",306,2.5,1.2,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","15001T",40,9030.5,380.115967178468,"95d21e35-e29a-4377-a522-46bba84d7f42","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"22404",1958686797,95421539,85452.03825,-147.497883,65.154154,235.86,212.502117,65.154154,235.86,212.502118,65.154154,238.93,-1.05,-0.9,-0.75,-0.6,-0.45,-0.45,-0.3,-0.3,-0.15,-0.15,0,0,0.15,0.15,0.3,0.45,0.75,1.2,1.35,1.5,1.8,2.1,3.07,345.21,1.829,12514.35,0.11,0.978,1,1,1,1784,"BONA_083","41",15001,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.154212,-147.49758,"WGS84","6N",476671.319,7225733.304,0.1,225.69,0.1,224.83,226.07,0,0,"shrubScrub","Histosols","Geo 7X","20160519",306,2.5,1.2,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","15001T",40,9030.5,380.115967178468,"95d21e35-e29a-4377-a522-46bba84d7f42","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
"22405",1958686797,95421540,85452.0385,-147.497696,65.154184,235.51,212.502304,65.154184,235.51,212.502305,65.154183,238.81,-1.09,-0.94,-0.79,-0.64,-0.49,-0.34,-0.34,-0.19,-0.19,-0.04,-0.04,0.11,0.11,0.26,0.26,0.41,0.71,1.31,1.46,1.61,1.91,2.21,3.3,346.53,1.834,12515.1,0.186,0.981,1,1,1,1784,"BONA_083","41",15001,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.154212,-147.49758,"WGS84","6N",476671.319,7225733.304,0.1,225.69,0.1,224.83,226.07,0,0,"shrubScrub","Histosols","Geo 7X","20160519",306,2.5,1.2,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","15001T",40,9030.5,380.115967178468,"95d21e35-e29a-4377-a522-46bba84d7f42","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019"
