uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,individualID,tempStemID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,dendrometerInstallationDate,initialGapMeasurementDate,initialBandStemDiameter,initialDendrometerGap,dendrometerHeight,dendrometerGap,dendrometerCondition,bandStemDiameter,remarks,recordedBy,measuredBy,dataQF
"b549f896-344d-4c18-a953-f10c6d133a76","BONA_011.basePlot.vst","2017-08-08","vst_BONA_2017","D19","BONA","BONA_011",,"NEON.PLA.D19.BONA.02251",,"ok","small tree","Live",8.4,130,4.8,,,,,,,,,,,,,,,,,,,,,"Tjohns@battelleecology.org","whendricks@battelleecology.org","legacyData"
"8dcb32ef-36da-4a0a-af9e-923577fb1277","BONA_011.basePlot.vst","2017-08-08","vst_BONA_2017","D19","BONA","BONA_011",,"NEON.PLA.D19.BONA.02250",,"ok","sapling","Live",,,1.1,,,,,,,,2.0,10,,,,,,,,,,,,"Tjohns@battelleecology.org","whendricks@battelleecology.org","legacyData"
"84065c10-a68a-48aa-a9f6-a67504dc96d3","BONA_011.basePlot.vst","2017-08-08","vst_BONA_2017","D19","BONA","BONA_011",,"NEON.PLA.D19.BONA.02262",,"ok","small tree","Live",3.4,130,3.7,,,,,,,,,,,,,,,,,,,,,"Tjohns@battelleecology.org","whendricks@battelleecology.org","legacyData"
"3bd78f17-4f3a-4ea2-8230-e423f550651f","BONA_011.basePlot.vst","2017-08-08","vst_BONA_2017","D19","BONA","BONA_011",,"NEON.PLA.D19.BONA.02259",,"ok","small tree","Live",3.6,130,3.9,,,,,,,,,,,,,,,,,,,,,"Tjohns@battelleecology.org","whendricks@battelleecology.org","legacyData"
"f73e1e16-b7a4-4eab-bcaf-68f72365c5ce","BONA_011.basePlot.vst","2017-08-08","vst_BONA_2017","D19","BONA","BONA_011",,"NEON.PLA.D19.BONA.01493",,"ok","single bole tree","Live",12.0,130,4.9,,,,2.5,2.1,"Partially shaded",,,,,,,,,,,,,,,"Tjohns@battelleecology.org","whendricks@battelleecology.org","legacyData"
"fe9e60fc-dd8f-474e-a273-afacccf51233","BONA_011.basePlot.vst","2017-08-08","vst_BONA_2017","D19","BONA","BONA_011",,"NEON.PLA.D19.BONA.02290",,"ok","small tree","Live",2.0,130,2.0,,,,,,,,,,,,,,,,,,,,,"Tjohns@battelleecology.org","whendricks@battelleecology.org","legacyData"
"21467cbb-2966-43b4-8d1a-2105f702e32c","BONA_011.basePlot.vst","2017-08-08","vst_BONA_2017","D19","BONA","BONA_011",,"NEON.PLA.D19.BONA.02263",,"ok","small tree","Live",1.1,130,1.7,,,,,,,,,,,,,,,,,,,,,"Tjohns@battelleecology.org","whendricks@battelleecology.org","legacyData"
"0c05d16b-6825-4549-a95c-9861d047bb8e","BONA_011.basePlot.vst","2017-08-08","vst_BONA_2017","D19","BONA","BONA_011",,"NEON.PLA.D19.BONA.02270",,"ok","small shrub","Live",,,1.4,,,,0.6,0.5,,"cylinder",1.3,10,,,,,,,,,,,,"Tjohns@battelleecology.org","whendricks@battelleecology.org","legacyData"
"55c36e7a-ab51-454e-8ffe-48af3bd965b4","BONA_001.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_001",,"NEON.PLA.D19.BONA.01951",,"ok","single bole tree","Live",12.4,130,13.3,,,,1.0,1.0,"Partially shaded",,,,,,,,,,,,,,,"rtroske@battelleecology.org","rpernick@battelleecology.org","legacyData"
"8c62c5d7-bba0-4480-9913-8df8f11ba209","BONA_001.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_001",,"NEON.PLA.D19.BONA.01934",,"ok","sapling","Live",,,1.0,,,,,,,,1.1,10,,,,,,,,,,,,"rtroske@battelleecology.org","rpernick@battelleecology.org","legacyData"
"db1bad4a-47f1-42e5-b1a8-374b709f186b","BONA_001.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_001",,"NEON.PLA.D19.BONA.01969",,"ok","multi-bole tree","Live",14.1,130,13.4,,,,7.5,4.5,"Open grown",,,,,,,,,,,,,,,"rtroske@battelleecology.org","rpernick@battelleecology.org","legacyData"
"ecc7c133-29cc-4fc5-8c2d-5577e99d9e24","BONA_001.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_001",,"NEON.PLA.D19.BONA.01950",,"ok","single bole tree","Live",15.5,130,9.9,,,,2.5,1.0,"Partially shaded",,,,,,,,,,,,,,,"rtroske@battelleecology.org","rpernick@battelleecology.org","legacyData"
"f92abeff-edd4-44aa-b1ae-7bd89fe15c67","BONA_001.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_001",,"NEON.PLA.D19.BONA.01975",,"ok","single bole tree","Live",13.6,130,13.3,,,,5.5,5.0,"Full sun",,,,,,,,,,,,,,,"rtroske@battelleecology.org","rpernick@battelleecology.org","legacyData"
"afd60046-5156-409c-81af-ac2fd5d03876","BONA_001.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_001",,"NEON.PLA.D19.BONA.01968",,"ok","single bole tree","Standing dead",15.1,130,6.5,,,,4.0,3.0,"Partially shaded",,,,,,,,,,,,,,,"rtroske@battelleecology.org","rpernick@battelleecology.org","legacyData"
"dfbd2953-2382-4939-abce-772be4414370","BONA_001.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_001",,"NEON.PLA.D19.BONA.01912",,"ok","sapling","Live",,,1.1,,,,,,,,1.7,10,,,,,,,,,,,,"rtroske@battelleecology.org","rpernick@battelleecology.org","legacyData"
"73199e70-8929-4032-aa08-cf6e0213bc1d","BONA_001.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_001",,"NEON.PLA.D19.BONA.01970",,"ok","single bole tree","Live",20.2,130,8.2,,,,3.5,2.5,"Full sun",,,,,,,,,,,,,,,"rtroske@battelleecology.org","rpernick@battelleecology.org","legacyData"
"28a78965-cf86-4b8e-bb61-52a8f8f13238","BONA_001.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_001",,"NEON.PLA.D19.BONA.01914",,"ok","small tree","Live, broken bole",5.9,130,5.6,,,,,,,,,,,,,,,,,,,,,"rtroske@battelleecology.org","rpernick@battelleecology.org","legacyData"
"a94631a5-d251-42b8-974f-95d820348c2e","BONA_018.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_018",,"NEON.PLA.D19.BONA.02678",,"ok","small shrub","Live",,,0.5,,,,0.4,0.3,,"cylinder",1.3,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"1856b3e0-9809-48ce-a1ca-9d88d8f59272","BONA_018.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_018",,"NEON.PLA.D19.BONA.02666",,"ok","small shrub","Live",,,0.6,,,,0.7,0.4,,"half-sphere",1.8,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"5e587dc3-1066-48da-b0d6-a55f8c77f6ae","BONA_018.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_018",,"NEON.PLA.D19.BONA.02667",,"ok","small shrub","Live",,,1.0,,,,0.5,0.3,,"cylinder",1.1,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"f3cc1139-37f7-40f8-a1d4-80971b1a0308","BONA_018.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_018",,"NEON.PLA.D19.BONA.02674",,"ok","small shrub","Live",,,0.8,,,,0.6,0.6,,"cylinder",1.1,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"03e28cd5-8ea9-4eaf-88d1-8679ed8d45ba","BONA_018.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_018",,"NEON.PLA.D19.BONA.00284",,"ok","small shrub","Live, broken bole",,,0.2,,0.2,1.1,0.2,0.2,,"cylinder",1.4,10,,,,,,,,,,,"Broken by LAI crew before we measured.","awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"d0a7dc95-03d1-4ccc-92d3-f8d1f6ef0efc","BONA_018.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_018",,"NEON.PLA.D19.BONA.02668",,"ok","small shrub","Live",,,1.1,,,,0.9,0.6,,"cylinder",1.8,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"945d555e-f9a2-4f8d-9ad8-880b941e2a7a","BONA_018.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_018",,"NEON.PLA.D19.BONA.02675",,"ok","small shrub","Live",,,0.4,,,,0.9,0.5,,"oblate half-sphere",1.3,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"aa286485-40e7-4937-acf4-22584a18f172","BONA_018.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_018",,"NEON.PLA.D19.BONA.02677",,"ok","small shrub","Live",,,0.4,,,,0.7,0.5,,"cylinder",1.4,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"f88bfda0-e679-462d-bb1f-6c2f71c21e24","BONA_018.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_018",,"NEON.PLA.D19.BONA.02673",,"ok","small shrub","Standing dead",,,0.8,,,,1.7,0.9,,"half-sphere",2.2,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"f686eb6a-5d25-48e8-a27f-e9cd1ae42a58","BONA_018.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_018",,"NEON.PLA.D19.BONA.02676",,"ok","small shrub","Live",,,0.6,,,,0.4,0.2,,"cylinder",1.0,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"881a0b11-3b9a-4132-af08-8e7d2c1e560d","BONA_018.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_018",,"NEON.PLA.D19.BONA.01391",,"ok","single bole tree","Live",19.7,130,10.5,,,,4.0,3.9,"Open grown",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"dc75baf0-d803-4bef-809d-c6e3034ace2a","BONA_018.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_018",,"NEON.PLA.D19.BONA.02671",,"ok","small shrub","Live",,,0.8,,,,0.7,0.4,,"cylinder",1.0,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"a7a1404a-129a-4a7b-af3f-a38ca7171cc9","BONA_018.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_018",,"NEON.PLA.D19.BONA.01390",,"ok","single bole tree","Live",11.7,130,7.0,,,,2.3,2.1,"Partially shaded",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"12b63e46-9b75-45c1-8716-14b58455ac8e","BONA_018.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_018",,"NEON.PLA.D19.BONA.02670",,"ok","small shrub","Live",,,1.5,,,,2.1,2.0,,"half-sphere",2.3,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"3441f015-6a89-403d-9bbb-e399bc49ae94","BONA_018.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_018",,"NEON.PLA.D19.BONA.02682",,"ok","small shrub","Live",,,0.9,,,,0.9,0.7,,"cylinder",2.3,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"ff5e6508-3f46-4b48-b74a-935a57c73cbf","BONA_018.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_018",,"NEON.PLA.D19.BONA.02683",,"ok","small shrub","Standing dead",,,0.5,,,,0.5,0.3,,"cylinder",1.5,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"0695275e-8469-449b-95d4-896bdd4f429a","BONA_018.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_018",,"NEON.PLA.D19.BONA.02672",,"ok","small shrub","Live",,,0.7,,,,0.6,0.3,,"cylinder",1.0,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"d264e587-1200-442d-a6ec-45927e5595b2","BONA_018.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_018",,"NEON.PLA.D19.BONA.02669",,"ok","sapling","Live",,,0.5,,,,,,,,1.1,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"5c0f9b9e-2a7b-4cc0-82d3-0031686e8ecb","BONA_018.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_018",,"NEON.PLA.D19.BONA.01362",,"ok","multi-bole tree","Live",11.4,130,5.9,,,,2.1,2.0,"Partially shaded",,,,,,,,,,,,,,"Second stem diameter 9.7","awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"b32394ec-373a-4ad3-9124-3cfd1684c59e","BONA_018.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_018",,"NEON.PLA.D19.BONA.01377",,"ok","single bole tree","Live",19.9,130,7.4,,,,2.7,2.4,"Open grown",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"a89724f6-5968-4f85-bcfb-a3aabe89df52","BONA_018.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_018",,"NEON.PLA.D19.BONA.01387",,"ok","single bole tree","Live",11.0,130,8.0,,,,2.7,2.0,"Open grown",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"8264f0e2-6fb7-4466-ad77-e014360c9c62","BONA_018.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_018",,"NEON.PLA.D19.BONA.01265",,"ok","single bole tree","Live",17.0,130,8.5,,,,3.1,1.6,"Partially shaded",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"966cf495-c2aa-4481-8c88-85e0799e8ba7","BONA_001.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_001",,"NEON.PLA.D19.BONA.01960",,"ok","single bole tree","Live",21.7,130,12.1,,,,8.0,6.5,"Open grown",,,,,,,,,,,,,,,"rtroske@battelleecology.org","rpernick@battelleecology.org","legacyData"
"f6908788-d41b-4e43-9c21-e5fe511fca75","BONA_001.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_001",,"NEON.PLA.D19.BONA.01923",,"ok","sapling","Live",,,1.1,,,,,,,,1.8,10,,,,,,,,,,,,"rtroske@battelleecology.org","rpernick@battelleecology.org","legacyData"
"3c1bcedd-185a-4c12-b3b4-e38ad259e17a","BONA_001.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_001",,"NEON.PLA.D19.BONA.01965",,"ok","multi-bole tree","Live",7.6,130,13.7,,,,4.0,3.5,"Full sun",,,,,,,,,,,,,,,"rtroske@battelleecology.org","rpernick@battelleecology.org","legacyData"
"28ec5d65-399a-4d30-a348-df247b256d11","BONA_001.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_001",,"NEON.PLA.D19.BONA.01926",,"ok","sapling","Live",,,0.9,,,,,,,,1.9,10,,,,,,,,,,,,"rtroske@battelleecology.org","rpernick@battelleecology.org","legacyData"
"af3a6c7d-22b8-42f2-8550-656cfe7dd0f6","BONA_001.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_001",,"NEON.PLA.D19.BONA.01947",,"ok","single bole tree","Live",14.1,130,8.5,,,,2.7,2.4,"Partially shaded",,,,,,,,,,,,,,,"rtroske@battelleecology.org","rpernick@battelleecology.org","legacyData"
"cf0f6a97-2c77-433e-a7bf-42eab1d3a6b4","BONA_001.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_001",,"NEON.PLA.D19.BONA.01971",,"ok","single bole tree","Live",10.7,130,10.7,,,,3.5,3.0,"Full sun",,,,,,,,,,,,,,,"rtroske@battelleecology.org","rpernick@battelleecology.org","legacyData"
"c75998e9-150a-4b91-95c5-79d6230d1ee0","BONA_001.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_001",,"NEON.PLA.D19.BONA.01915",,"ok","sapling","Live",,,1.3,,,,,,,,1.3,10,,,,,,,,,,,,"rtroske@battelleecology.org","rpernick@battelleecology.org","legacyData"
"5cb0fec5-9906-4aac-ae82-66020210d711","BONA_001.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_001",,"NEON.PLA.D19.BONA.01963",,"ok","single bole tree","Live",14.6,130,13.8,,,,4.5,4.0,"Full sun",,,,,,,,,,,,,,,"rtroske@battelleecology.org","rpernick@battelleecology.org","legacyData"
"4173be07-9cab-4bbc-8c87-605486257dc0","BONA_001.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_001",,"NEON.PLA.D19.BONA.01972",,"ok","single bole tree","Standing dead",33.1,130,3.3,,,,0.5,0.5,"Partially shaded",,,,,,,,,,,,,,,"rtroske@battelleecology.org","rpernick@battelleecology.org","legacyData"
"40d4b6d0-225a-4f4a-bdf2-631a49f78436","BONA_001.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_001",,"NEON.PLA.D19.BONA.01930",,"ok","small tree","Live",4.0,130,3.7,,,,,,,,,,,,,,,,,,,,,"rtroske@battelleecology.org","rpernick@battelleecology.org","legacyData"
"ed35259a-3058-42e5-a1c6-2adbe08654f5","BONA_001.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_001",,"NEON.PLA.D19.BONA.01941",,"ok","small tree","Live",1.5,130,2.4,,,,,,,,,,,,,,,,,,,,,"rtroske@battelleecology.org","rpernick@battelleecology.org","legacyData"
"d3ba5d22-e520-48cd-ae97-bd9658555719","BONA_001.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_001",,"NEON.PLA.D19.BONA.01922",,"ok","sapling","Live",,,0.8,,,,,,,,1.2,10,,,,,,,,,,,,"rtroske@battelleecology.org","rpernick@battelleecology.org","legacyData"
"3a72d604-c189-419c-a0c3-8340bde107f0","BONA_001.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_001",,"NEON.PLA.D19.BONA.01945",,"ok","single bole tree","Live",22.6,130,14.8,,,,7.1,3.8,"Full sun",,,,,,,,,,,,,,,"rtroske@battelleecology.org","rpernick@battelleecology.org","legacyData"
"ab9d30bc-daa2-4ed0-aeac-dc0bfe4491f2","BONA_001.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_001",,"NEON.PLA.D19.BONA.01948",,"ok","multi-bole tree","Live",18.1,130,16.2,,,,4.9,4.1,"Full sun",,,,,,,,,,,,,,,"rtroske@battelleecology.org","rpernick@battelleecology.org","legacyData"
"35e6f4fb-ee1b-4b61-8b03-92bf4829ea84","BONA_001.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_001",,"NEON.PLA.D19.BONA.01901",,"ok","sapling","Live",,,0.8,,,,,,,,1.2,10,,,,,,,,,,,,"Omagni@battelleecology.org","rpernick@battelleecology.org","legacyData"
"3c431dde-cbc7-45cf-857c-46f5846b5a8e","BONA_001.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_001",,"NEON.PLA.D19.BONA.01966",,"ok","single bole tree","Live",18.0,150,13.2,,,,3.5,1.0,"Full sun",,,,,,,,,,,,,,,"rtroske@battelleecology.org","rpernick@battelleecology.org","legacyData"
"896b2eb9-9081-497a-aab8-b2f6a7b89207","BONA_001.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_001",,"NEON.PLA.D19.BONA.01936",,"ok","small tree","Live",2.2,130,2.7,,,,,,,,,,,,,,,,,,,,,"rtroske@battelleecology.org","rpernick@battelleecology.org","legacyData"
"a4643d03-73e2-42cd-b074-5c8c6cb029ca","BONA_001.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_001",,"NEON.PLA.D19.BONA.01933",,"ok","small tree","Live",3.2,130,3.5,,,,,,,,,,,,,,,,,,,,,"rtroske@battelleecology.org","rpernick@battelleecology.org","legacyData"
"a7298f69-525c-41f4-a21c-f58c3bd21c8a","BONA_001.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_001",,"NEON.PLA.D19.BONA.01935",,"ok","sapling","Live",,,1.1,,,,,,,,1.1,10,,,,,,,,,,,,"rtroske@battelleecology.org","rpernick@battelleecology.org","legacyData"
"a80bb087-5672-4409-8c5d-b85491a704d9","BONA_001.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_001",,"NEON.PLA.D19.BONA.01948",,"ok","multi-bole tree","Live",19.3,130,16.2,,,,4.9,4.1,"Full sun",,,,,,,,,,,,,,,"rtroske@battelleecology.org","rpernick@battelleecology.org","legacyData"
"2846b4b1-056f-4ca3-976f-cd7367ad54b5","BONA_001.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_001",,"NEON.PLA.D19.BONA.01944",,"ok","single bole tree","Live",22.5,130,12.5,,,,7.6,6.4,"Full sun",,,,,,,,,,,,,,,"rtroske@battelleecology.org","rpernick@battelleecology.org","legacyData"
"d7dba499-e348-48da-8e7e-550f3831b904","BONA_018.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_018",,"NEON.PLA.D19.BONA.01395",,"ok","single bole tree","Live",13.2,130,5.1,,,,2.8,2.7,"Partially shaded",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"6676d3aa-8510-49ca-9597-cedb93fe5307","BONA_018.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_018",,"NEON.PLA.D19.BONA.02679",,"ok","small shrub","Live",,,1.0,,,,0.9,0.6,,"cylinder",3.6,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"e833865f-fb74-42cd-8fbd-352a7b5177d6","BONA_018.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_018",,"NEON.PLA.D19.BONA.02665",,"ok","small shrub","Live",,,0.2,,,,0.8,0.5,,"oblate half-sphere",1.2,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"c051d525-5ad6-434d-8386-6bc8e3313284","BONA_018.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_018",,"NEON.PLA.D19.BONA.01254",,"ok","single bole tree","Live",20.1,130,7.9,,,,3.9,3.7,"Full sun",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"0d95c387-5441-4d20-b2e1-6e28281f97cc","BONA_018.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_018",,"NEON.PLA.D19.BONA.01385",,"ok","single bole tree","Live",13.9,130,6.2,,,,4.3,4.2,"Open grown",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"fcddc4b5-bddd-4f4d-acba-e84342d50e44","BONA_018.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_018",,"NEON.PLA.D19.BONA.02681",,"ok","small shrub","Live",,,1.1,,,,0.5,0.4,,"cylinder",1.1,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"61ce40c2-5c70-48b3-819f-bdea7e3ae399","BONA_018.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_018",,"NEON.PLA.D19.BONA.02680",,"ok","small shrub","Live",,,0.7,,,,0.8,0.4,,"cylinder",1.3,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"b17943c2-45c2-4dc4-9633-42928b517018","BONA_018.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_018",,"NEON.PLA.D19.BONA.01376",,"ok","single bole tree","Live",13.4,130,9.8,,,,2.9,2.4,"Partially shaded",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"3baedd87-deab-46bf-b4f4-3e0a85960daa","BONA_001.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_001",,"NEON.PLA.D19.BONA.01956",,"ok","single bole tree","Live",25.8,130,13.8,,,,4.6,3.9,"Open grown",,,,,,,,,,,,,,,"rtroske@battelleecology.org","rpernick@battelleecology.org","legacyData"
"8486662d-336e-4f58-8abd-d91f63cb5c49","BONA_001.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_001",,"NEON.PLA.D19.BONA.01961",,"ok","single bole tree","Live",16.5,130,8.9,,,,4.5,3.0,"Full sun",,,,,,,,,,,,,,,"rtroske@battelleecology.org","rpernick@battelleecology.org","legacyData"
"9c6aad43-4251-4f26-9132-f919672574ce","BONA_001.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_001",,"NEON.PLA.D19.BONA.01929",,"ok","sapling","Live",,,0.4,,,,,,,,1.1,10,,,,,,,,,,,,"rtroske@battelleecology.org","rpernick@battelleecology.org","legacyData"
"262ea48f-86e9-4887-a900-9d99f520b8d4","BONA_001.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_001",,"NEON.PLA.D19.BONA.01938",,"ok","small tree","Live",1.4,130,2.3,,,,,,,,,,,,,,,,,,,,,"rtroske@battelleecology.org","rpernick@battelleecology.org","legacyData"
"ee7ca6f7-e549-4da9-a956-6871efb8791c","BONA_001.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_001",,"NEON.PLA.D19.BONA.01907",,"ok","small tree","Live",2.1,130,2.5,,,,,,,,,,,,,,,,,,,,,"rtroske@battelleecology.org","rpernick@battelleecology.org","legacyData"
"8c4cd983-656c-4685-9d92-6926748c5dbb","BONA_001.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_001",,"NEON.PLA.D19.BONA.01913",,"ok","small tree","Standing dead",5.9,130,5.2,,,,,,,,,,,,,,,,,,,,,"rtroske@battelleecology.org","rpernick@battelleecology.org","legacyData"
"b7ba24b4-5a88-44bb-ae85-84b5a0153606","BONA_001.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_001",,"NEON.PLA.D19.BONA.01959",,"ok","single bole tree","Live",25.7,130,14.5,,,,9.5,5.0,"Full sun",,,,,,,,,,,,,,,"rtroske@battelleecology.org","rpernick@battelleecology.org","legacyData"
"a46c817c-8335-4b6e-ab94-b4be50d4490b","BONA_001.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_001",,"NEON.PLA.D19.BONA.01939",,"ok","sapling","Live",,,0.8,,,,,,,,1.1,10,,,,,,,,,,,,"rtroske@battelleecology.org","rpernick@battelleecology.org","legacyData"
"e026d648-060a-4728-b7c9-209a2afc66d2","BONA_001.basePlot.vst","2017-08-09","vst_BONA_2017","D19","BONA","BONA_001",,"NEON.PLA.D19.BONA.01905",,"ok","small tree","Live",1.1,130,1.7,,,,,,,,,,,,,,,,,,,,,"rtroske@battelleecology.org","rpernick@battelleecology.org","legacyData"
